Part,Change,Page
```
12 CFR,(d)(1)(iii) introductory text, (5), (6) and (f) revised,39658
12 CFR,217.6 (i) revised,39658
12 CFR,217.7 (b) table corrected,9
12 CFR,217.7 (a), (b) and (d) through (h) revised; (j) through (l) added,39659
12 CFR,217.157 (a) (1), (2) and (d) revised,54759
12 CFR,217.158 Added,8988
12 CFR,217.159 Added,37878
12 CFR,217.160 Added,47231
12 CFR,220 OTC margin stock list,8988, 30719, 44241
12 CFR,OTC margin stock list; correction,46839
12 CFR,220.2 (i) revised; eff. 1-17-83,55913
12 CFR,220.6 (h) revised,21238
12 CFR,220.7 (a) revised,2983
12 CFR,220.8 (e)(1), (3), and (4), (g)(1), and (2) amended,2983
12 CFR,220.8 (h)(1), (4), (7), (8), and (9), and (i)(1), (4), (5), (6), and (7) revised,21758
12 CFR,221 OTC margin stock list,8988, 30719, 44241
12 CFR,OTC margin stock list; correction,46839
12 CFR,221.1 (a), (b), and (c) amended,2983
12 CFR,221.3 (a), (m), (p), (q), (r)(2), (s), and (t)(4) amended; (c) revised,2983
12 CFR,221.4 (a), (c), and (f) amended; (d)(1), (4), (7), (8), and (9), and (e)(1), (4), (5), (6), and (7) revised,21758
12 CFR,224 OTC margin stock list,8988, 30719
12 CFR,225 Authority citation,13136
12 CFR,225.4 (a)(12) revised,13136
12 CFR,225.4 (a)(8) revised,37372
12 CFR,225.5 (c)(2) revised,14685
12 CFR,225.123 (e) introductory text, (1) and (2) revised; undesignated paragraph added,37372
12 CFR,225.143 Added,30966
12 CFR,226 (Presimplified) Regulations; Appendices; Supplements; Interpretations; expiration date deferred to 10-1-82,756
12 CFR,226.5 (b)-(e) rescission deferred to 10-1-82,756
12 CFR,226.40 (Supp. I) rescission deferred to 10-1-82,756
```
