Part.Number,Part.Number.Start,Part,Subpart,Part.Number.End,Change,Page,FedReg_Number,Year,Action
216,216,216,NA,NA,Removed,30709,79,2014,Deletion
217,217,217,NA,NA,Authority citation revised,24540,79,2014,Modification
217,217,217,NA,NA,Heading and authority citation revised,44124,79,2014,Modification
217,217,217,NA,NA,Footnotes 5 through 29 redesignated as footnotes 9 through 33; interim,78295,79,2014,Addition
217.1,217.1,217,1,NA,(f)(4) revised; eff. 1-1-18,24540,79,2014,Modification
217.1,217.1,217,1,NA,(d)(4) amended,57744,79,2014,Modification
217.2,217.2,217,2,NA,Amended; eff. 1-1-18,24540,79,2014,Modification
217.2,217.2,217,2,NA,Amended,"44124, 14-57744",79,2014,Modification
217.2,217.2,217,2,NA,Amended; interim,78295,79,2014,Modification
217.10,217.10,217,10,NA,(c)(4) revised,57744,79,2014,Modification
217.11,217.11,217,11,NA,"(a)(2)(v), (vi), (c) and Table 2 added; (a)(4) revised; eff. 1-1-18",24540,79,2014,Addition
217.172,217.172,217,172,NA,(d) added,57746,79,2014,Addition
222.90,222.90,222,90,NA,(b)(5) revised,30711,79,2014,Modification
222,222,222,NA,NA,Appendix J amended,30711,79,2014,Modification
225,225,225,NA,NA,Authority citation revised,64040,79,2014,Modification
225.8,225.8,225,8,NA,Revised,13502,79,2014,Modification
225.8,225.8,225,8,NA,Revised; eff. in part 4-1-15,64040,79,2014,Modification
225,225,225,NA,NA,Appendix F amended,37167,79,2014,Modification
225,225,225,NA,NA,Appendix A regulation at 78 FR 62291 withdrawn,64045,79,2014,Other
226.9,226.9,226,9,NA,(c)(2)(v)(D) correctly amended; CFR correction,43232,79,2014,Modification
226,226,226,NA,NA,Supplement I amended,"56484, 14-78298",79,2014,Modification
228.12,228.12,228,12,NA,(u)(1) revised,77854,79,2014,Modification
230,230,230,NA,NA,Removed,30713,79,2014,Deletion
234.2,234.2,234,2,NA,Revised,65557,79,2014,Modification
234.3,234.3,234,3,NA,(a) revised,65558,79,2014,Modification
234.4,234.4,234,4,NA,Removed; redesignated from 234.5,65562,79,2014,Deletion
234.5,234.5,234,5,NA,Redesignated as 234.4; redesignated from 234.6; (b)(3)(iv) redesignated as (b)(3)(iii),65562,79,2014,Addition
234.6,234.6,234,6,NA,Redesignated as 234.5; redesignated from 234.7,65562,79,2014,Addition
234.7,234.7,234,7,NA,Redesignated as 234.6,65562,79,2014,Addition
237.20-237.22,237.20,237,20,237.22,Subpart B Revised,343,79,2014,Modification
244,244,244,NA,NA,Authority citation added; heading revised; eff. 2-23-15,77764,79,2014,Addition
244.1,244.1,244,1,NA,Added; eff. 2-23-15,77764,79,2014,Addition
248,248,248,NA,NA,Added; nomenclature change,5804,79,2014,Addition
248.1,248.1,248,1,NA,Revised,5804,79,2014,Modification
248.16,248.16,248,16,NA,Added; interim,5228,79,2014,Addition
249,249,249,NA,NA,Heading revised; authority citation added; nomenclature changes,61539,79,2014,Addition
249.1,249.1,249,1,NA,"(b)(1)(i), (2)(iii) and (5) revised; (b)(1)(iii) amended; (b)(1)(iv) redesignated as (b)(1)(vi); new (b)(1)(iv), (v) and (c) added",61539,79,2014,Addition
249.3,249.3,249,3,NA,Amended,61539,79,2014,Modification
249.3,249.3,249,3,NA,Amended; interim,78296,79,2014,Modification
249.22,249.22,249,22,NA,(b)(3) revised,61539,79,2014,Modification
249.40,249.40,249,40,NA,(b)(1) revised,61540,79,2014,Modification
249.60-249.63,249.60,249,60,249.63,Subpart G Added,61540,79,2014,Addition
251,251,251,NA,NA,Added,68104,79,2014,Addition
252,252,252,NA,NA,Authority citation revised,"17315, 14-64045",79,2014,Modification
252.1-252.4,252.1,252,1,252.4,Subpart A Added,17315,79,2014,Addition
252.10-252.17,252.10,252,10,252.17,Subpart B Added,13506,79,2014,Addition
252,252,252,NA,NA,Revised,64045,79,2014,Modification
252.20-252.22,252.20,252,20,252.22,Subpart C Added,17316,79,2014,Addition
252.30-252.35,252.30,252,30,252.35,Subpart D Added,17317,79,2014,Addition
252.40-252.47,252.40,252,40,252.47,Subpart E Added,13510,79,2014,Addition
252,252,252,NA,NA,Revised,64049,79,2014,Modification
252.50-252.58,252.50,252,50,252.58,Subpart F Revised,13512,79,2014,Modification
252,252,252,NA,NA,Revised,64051,79,2014,Modification
252.120-252.122,252.120,252,120,252.122,Subpart L Added,17322,79,2014,Addition
252.130-252.132,252.130,252,130,252.132,Subpart M Added,17323,79,2014,Addition
252.140-252.146,252.140,252,140,252.146,Subpart N Added,17324,79,2014,Addition
252.141-252.148,252.141,252,141,252.148,Subpart G Removed,13515,79,2014,Deletion
252.150-252.158,252.150,252,150,252.158,Subpart O Added,17326,79,2014,Addition
252.151-252.157,252.151,252,151,252.157,Subpart H Removed,13515,79,2014,Deletion
252.153,252.153,252,153,NA,(e) revised,64055,79,2014,Modification
252.220-252.221,252.220,252,220,252.221,Subpart U Added,17337,79,2014,Addition
252,252,252,NA,NA,Appendix A amended,64055,79,2014,Modification
261.20,261.20,261,20,NA,(d)(1) and (2) added,6077,79,2014,Addition
267,267,267,NA,NA,Removed,64504,79,2014,Deletion
272.173,272.173,272,173,NA,(a) introductory text revised; (c) and Table 13 added,57746,79,2014,Addition
201,201,201,NA,NA,Authority citation revised,78965,80,2015,Modification
201.3,201.3,201,3,NA,(b) revised,78965,80,2015,Modification
201.4,201.4,201,4,NA,(d) revised,78965,80,2015,Modification
201.51,201.51,201,51,NA,Footnote 1 redesignated as footnote 3,78965,80,2015,Addition
(a) and (b),(a) and (b),(a) and (b),NA,NA,revised,79672,80,2015,Modification
201.108,201.108,201,108,NA,Footnotes 2 and 3 redesignated as footnotes 4 and 5,78965,80,2015,Addition
201.109,201.109,201,109,NA,"Footnotes 4, 5 and 6 redesignated as footnotes 6, 7 and 8",78965,80,2015,Addition
204.4,204.4,204,4,NA,(f) revised,71683,80,2015,Modification
204.10,204.10,204,10,NA,"(a), (b), (c) and (d)(5) revised; (f) added",35567,80,2015,Addition
204.10,204.10,204,10,NA,(b)(5) revised,79461,80,2015,Modification
208,208,208,NA,NA,Authority citation revised,32681,80,2015,Modification
208.2,208.2,208,2,NA,Footnote 2 correctly removed,70672,80,2015,Deletion
208.3,208.3,208,3,NA,Footnote 3 correctly redesignated as Footnote 2,70672,80,2015,Addition
208.4,208.4,208,4,NA,Footnotes 4 and 5 correctly removed,70672,80,2015,Deletion
208.5,208.5,208,5,NA,Footnotes 6 and 7 correctly redesignated as Footnotes 3 and 4,70672,80,2015,Addition
208.21,208.21,208,21,NA,Footnote 8 correctly redesignated as Footnote 4,70672,80,2015,Addition
208.24,208.24,208,24,NA,Footnote 9 correctly redesignated as Footnote 6,70672,80,2015,Addition
208.25,208.25,208,25,NA,Revised,43245,80,2015,Modification
208.25,208.25,208,25,NA,"(e), (i)(1) and Appendix A revised; Appendix B added",43247,80,2015,Addition
208.40,208.40,208,40,NA,(e) correctly revised,70672,80,2015,Modification
208.41,208.41,208,41,NA,Regulation at 79 FR 24540 withdrawn; (g) through (p) redesignated as (h) through (q); new (g) added; eff. 1-1-18,49102,80,2015,Addition
208.41,208.41,208,41,NA,Footnotes 10 through 15 correctly removed,70672,80,2015,Deletion
208.43,208.43,208,43,NA,(a)(2)(iv)(C) and (c)(1)(iv) amended; eff. 1-1-18,49102,80,2015,Modification
208.43,208.43,208,43,NA,"(b) correctly removed; (a)(2)(iv)(C), (c), (1)(iv) and (d) correctly redesignated as (a)(4)(iii), new (b), (1)(iv) and (c); (a) and new (b) introductory text correctly revised; eff. in part 1-1-18",70672,80,2015,Deletion
208.50--208.51 (Subpart E),208.50,208,50,,Heading revised,32681,80,2015,Modification
208.50,208.50,208,50,NA,Revised,32681,80,2015,Modification
208.102,208.102,208,102,NA,Footnote 16 correctly redesignated as Footnote 7,70672,80,2015,Addition
208.111,208.111,208,111,NA,Footnotes 17 and 18 correctly redesignated as Footnotes 8 and 9,70672,80,2015,Addition
213,213,213,NA,NA,Supplement I amended,73947,80,2015,Modification
217.1,217.1,217,1,NA,(c)(1)(iii) amended; interim,5670,80,2015,Modification
217.1,217.1,217,1,NA,(c)(1)(iii) revised,20157,80,2015,Modification
217.1,217.1,217,1,NA,(f)(3) revised,49103,80,2015,Modification
217.1,217.1,217,1,NA,(f)(4) amended; eff. 1-1-18,49103,80,2015,Modification
217.2,217.2,217,2,NA,Amended,"41418, 49103",80,2015,Modification
217.2,217.2,217,2,NA,Regulation at 79 FR 24540 withdrawn,49103,80,2015,Other
217.2,217.2,217,2,NA,Correctly amended,70672,80,2015,Modification
217.10,217.10,217,10,NA,(c) introductory text revised,41419,80,2015,Modification
217.10,217.10,217,10,NA,"Heading, (a)(4)(ii) and Table 1 revised; (c) added",49103,80,2015,Addition
217.10,217.10,217,10,NA,"(a)(2)(v), (vi), (c) and Table 2 amended; (c) redesignated as (d); eff. 1-1-18",49103,80,2015,Addition
217.22,217.22,217,22,NA,(b)(1)(iii) revised,41419,80,2015,Modification
217.100,217.100,217,100,NA,(b)(1)(i)(B)(2) and (ii)(B) revised,41419,80,2015,Modification
217.122,217.122,217,122,NA,"(c)(9) and (10) redesignated as (c)(10) and (11); (a)(3), (b)(1), (3), (5), (c)(1), (2), (5), (6), new (c)(10), (11) and (i)(5) revised; (b)(2)(iii) and new (c)(9) added",41419,80,2015,Addition
217.131,217.131,217,131,NA,(d)(5)(ii) and (iii) revised; (e)(3)(vi) amended,41420,80,2015,Modification
217.132,217.132,217,132,NA,"Table 1 amended; (c)(1), (2) and (d)(5)(iii)(B) revised; (d)(2)(iv)(C), (7)(iv)(B) and (d)(9)(ii) amended",41421,80,2015,Modification
217.133,217.133,217,133,NA,"(b)(3)(i)(B), (4)(ii) and (c)(4)(ii) amended; (c)(3)(iii) added",41421,80,2015,Addition
217.136,217.136,217,136,NA,(e)(2)(i) and (ii) amended,41421,80,2015,Modification
217.172,217.172,217,172,NA,(d) revised,41421,80,2015,Modification
217.173,217.173,217,173,NA,(a) introductory text redesignated as (a)(1) and revised; (a)(2) and (3) added; Table 6 and Table 9 amended,41421,80,2015,Addition
217.202,217.202,217,202,NA,(b) correctly amended,70672,80,2015,Modification
217.300,217.300,217,300,NA,(a)(2) revised,49103,80,2015,Modification
217.300,217.300,217,300,NA,(c)(3) correctly revised,70672,80,2015,Modification
204.4,204.4,204,4,NA,(f) revised; eff. 1-18-17,91673,81,2016,Modification
208.64,208.64,208,64,NA,(b)(1) revised; interim,10069,81,2016,Modification
208.64,208.64,208,64,NA,Regulation at 81 FR 10069 confirmed; eff. 1-17-17,90952,81,2016,Other
209,209,209,NA,NA,Authority citation revised,9087,81,2016,Modification
209,209,209,NA,NA,Regulation at 81 FR 9087 confirmed,84419,81,2016,Other
209.1,209.1,209,1,NA,"Heading, (a) and (b) revised; (d) added; interim",9087,81,2016,Addition
209.1,209.1,209,1,NA,Regulation at 81 FR 9087 confirmed,84419,81,2016,Other
209.2,209.2,209,2,NA,(a) revised; interim,9087,81,2016,Modification
209.2,209.2,209,2,NA,Regulation at 81 FR 9087 confirmed,84419,81,2016,Other
209.3,209.3,209,3,NA,"Heading, (d) heading, (1) and (2)(i) revised; (d)(3) added; interim",9087,81,2016,Addition
209.3,209.3,209,3,NA,Regulation at 81 FR 9087 confirmed,84419,81,2016,Other
209.4,209.4,209,4,NA,"(b) removed; (c), (d) and (e) redesignated as new (b), (c) and (d); heading and new (c) and (d) revised; new (e) and (f) added; interim",9088,81,2016,Deletion
209.4,209.4,209,4,NA,Regulation at 81 FR 9088 confirmed,84419,81,2016,Other
211.26,211.26,211,26,NA,(c)(2)(i)(A) revised; interim,10069,81,2016,Modification
211.26,211.26,211,26,NA,Regulation at 81 FR 10069 confirmed; eff. 1-17-17,90952,81,2016,Other
213,213,213,NA,NA,Supplement I amended,86259,81,2016,Modification
217.404,217.404,217,404,NA,(b)(1) revised; eff. 1-17-17,90954,81,2016,Modification
217.405,217.405,217,405,NA,(b)(1) revised; eff. 1-17-17,90954,81,2016,Modification
217,217,217,NA,NA,Appendix A added,63686,81,2016,Addition
226,226,226,NA,NA,Supplement I amended,"86254, 16-86263",81,2016,Modification
227,227,227,NA,NA,Removed,8134,81,2016,Deletion
237.1,237.1,237,1,NA,Regulation at 80 FR 74923 confirmed,50613,81,2016,Other
249.3,249.3,249,3,NA,Amended,21232,81,2016,Modification
249.20,249.20,249,20,NA,(c)(2) redesignated as (c)(3); new (c)(2) added,21232,81,2016,Addition
249.21,249.21,249,21,NA,"(f) through (i) redesignated as (g) through (j); (b)(4), (c)(3), new (f), (g)(4), (h)(3) and (k) added; (c)(2) and new (h)(2) amended",21232,81,2016,Addition
249.22,249.22,249,22,NA,(c) redesignated as (d); new (c) added,21232,81,2016,Addition
249.60,249.60,249,60,NA,(c)(2) revised; eff. 4-1-17,94929,81,2016,Modification
249.64,249.64,249,64,NA,Added; eff. 4-1-17,94929,81,2016,Addition
249.90--249.91 (Subpart J),249.90,249,90,,Added; eff. 4-1-17,94929,81,2016,Addition
261.10,261.10,261,10,NA,(e) and (f) revised; interim,94933,81,2016,Modification
261.11,261.11,261,11,NA,"Heading, (a) introductory text, (4), (b)(1) and (c) revised; interim",94933,81,2016,Modification
261.12,261.12,261,12,NA,(b)(2) revised; interim,94933,81,2016,Modification
261.13,261.13,261,13,NA,"(e)(3), (f)(4), (5), (i) introductory text, (1) and (3) revised; interim",94933,81,2016,Modification
261.14,261.14,261,14,NA,(a) introductory text revised; interim,94934,81,2016,Modification
261.17,261.17,261,17,NA,(i) added; interim,94934,81,2016,Addition
263,263,263,NA,NA,Authority citation revised,47007,81,2016,Modification
263.65,263.65,263,65,NA,Revised; interim,47007,81,2016,Modification
271.3,271.3,271,3,NA,(c) revised; interim,94936,81,2016,Modification
271.4,271.4,271,4,NA,"Heading, (a) and (b) revised; (c) removed; interim",94936,81,2016,Deletion
271.5,271.5,271,5,NA,(b)(2) revised; interim,94936,81,2016,Modification
271.6,271.6,271,6,NA,"(c)(2), (d)(3), (e)(4), (5)(g)(1), (h) introductory text and (1) revised; interim",94936,81,2016,Modification
271.7,271.7,271,7,NA,(a) revised; interim,94937,81,2016,Modification
271.9,271.9,271,9,NA,(i) added; interim,94937,81,2016,Addition
201.51,201.51,201,51,NA,(a) and (b) revised,"7636, 18216, 28756, 60282",82,2017,Modification
203,203,203,NA,NA,Removed; eff. 1-22-18,60674,82,2017,Deletion
204.4,204.4,204,4,NA,(f) revised,51755,82,2017,Modification
204.10,204.10,204,10,NA,(b)(5) revised,"7637, 18217, 28758, 60283",82,2017,Modification
209,209,209,NA,NA,Nomenclature change,11502,82,2017,Modification
209,209,209,NA,NA,Amended,52174,82,2017,Modification
213,213,213,NA,NA,Supplement I amended,51977,82,2017,Modification
217.2,217.2,217,2,NA,(1)(iii) and (3)(ii)(A) revised; section amended,42918,82,2017,Modification
217.300,217.300,217,300,NA,"(b)(4), (d)(1) and table 10 revised;(b)(5) added",55316,82,2017,Addition
225.8,225.8,225,8,NA,Revised,9323,82,2017,Modification
226,226,226,NA,NA,Supplement I amended,"51975, 51979",82,2017,Modification
228,228,228,NA,NA,Authority citation revised,61145,82,2017,Modification
228.12,228.12,228,12,NA,(u)(1) revised,5356,82,2017,Modification
228.12,228.12,228,12,NA,"(g)(3), (4)(iii)(B), (h)(2)(i) and (l) amended;(g)(5) and (j)(3) removed; (j)(4) and (5) redesignated as new (j)(3) and (4)",55743,82,2017,Deletion
228.12,228.12,228,12,NA,(u)(1) revised,61145,82,2017,Modification
228.22,228.22,228,22,NA,(a)(1) amended,55743,82,2017,Modification
228.42,228.42,228,42,NA,(c)(1) introductory text amended,55743,82,2017,Modification
228.43,228.43,228,43,NA,(b)(2) revised,55743,82,2017,Modification
229.1,229.1,229,1,NA,(b)(3) revised; (5) through (10) added; eff. 7-1-18,27578,82,2017,Addition
229.2,229.2,229,2,NA,"(dd), (uu), (vv) and (bbb) revised; (ggg) and (hhh) added; eff. 7-1-2018",27578,82,2017,Addition
229.30,229.30,229,30,NA,Revised; eff. 7-1-18,27579,82,2017,Modification
229.31,229.31,229,31,NA,Revised; eff. 7-1-18,27579,82,2017,Modification
229.32,229.32,229,32,NA,Revised; eff. 7-1-18,27580,82,2017,Modification
229.33,229.33,229,33,NA,Revised; eff. 7-1-18,27580,82,2017,Modification
229.34,229.34,229,34,NA,Revised; eff. 7-1-18,27581,82,2017,Modification
229.35,229.35,229,35,NA,(a) and (d) revised; eff. 7-1-18,27582,82,2017,Modification
229.36,229.36,229,36,NA,Revised; eff. 7-1-18,27583,82,2017,Modification
229.38,229.38,229,38,NA,"(b), (c) and (d) revised; eff. 7-1-18",27583,82,2017,Modification
229.39,229.39,229,39,NA,Revised; eff. 7-1-18,27583,82,2017,Modification
229.40,229.40,229,40,NA,Revised; eff. 7-1-18,27584,82,2017,Modification
229.42,229.42,229,42,NA,Revised; eff. 7-1-18,27584,82,2017,Modification
229.43,229.43,229,43,NA,(a)(2) and (b) revised; eff. 7-1-18,27584,82,2017,Modification
229.51,229.51,229,51,NA,(b)(2) and (3) revised; eff. 7-1-18,27584,82,2017,Modification
229.52,229.52,229,52,NA,(a) revised; eff. 7-1-18,27584,82,2017,Modification
229.53,229.53,229,53,NA,(a) revised; eff. 7-1-18,27585,82,2017,Modification
229,229,229,NA,NA,Appendix D removed; eff. 7-1-18,27585,82,2017,Deletion
229,229,229,NA,NA,Appendix E amended; eff. 7-1-18,27585,82,2017,Modification
249.3,249.3,249,3,NA,Amended,42919,82,2017,Modification
252,252,252,NA,NA,Authority citation revised,8306,82,2017,Modification
252.2,252.2,252,2,NA,"(t) through (z) redesignated as (bb) through (hh); (n) through (s) redesignated as new (u)through (z); (i) through (m) redesignated as (j) through (n); new (i), new (o) through (t) and (aa) added",8306,82,2017,Addition
252.42,252.42,252,42,NA,(p) revised,9329,82,2017,Modification
252.43,252.43,252,43,NA,(b) revised; (c) removed,9329,82,2017,Deletion
252.44,252.44,252,44,NA,(b) revised,9329,82,2017,Modification
252.46,252.46,252,46,NA,(b)(1) revised,9329,82,2017,Modification
252.52,252.52,252,52,NA,(k) and (r) revised,9329,82,2017,Modification
252.53,252.53,252,53,NA,(b) revised,9329,82,2017,Modification
252.54,252.54,252,54,NA,"(a), (b)(1), (2)(i), (4)(i) and (iii) revised",9330,82,2017,Modification
252.55,252.55,252,55,NA,"(a), (b)(4)(i) and (iii) revised",9330,82,2017,Modification
252.57,252.57,252,57,NA,(a) revised,9330,82,2017,Modification
252.58,252.58,252,58,NA,(a)(1)(ii) revised,9330,82,2017,Modification
252.60--252.65 (Subpart G),252.60,252,60,,Added,8306,82,2017,Addition
252.81--252.88 (Subpart I),252.81,252,81,,Added,42920,82,2017,Addition
252.153,252.153,252,153,NA,"(b)(4), (5) and (6) added",8310,82,2017,Addition
252.160--252.167 (Subpart P),252.160,252,160,,Added,8311,82,2017,Addition
261.13,261.13,261,13,NA,(i)(4) revised,49287,82,2017,Modification
263.65,263.65,263,65,NA,Revised,8361,82,2017,Modification
265.4,265.4,265,4,NA,(c) added,55495,82,2017,Addition
271.6,271.6,271,6,NA,(h)(3) revised,45680,82,2017,Modification
201.3,201.3,201,3,NA,(e) removed,21168,83,2018,Deletion
201.51,201.51,201,51,NA,(a) and (b) revised,"13104, 28527, 49473",83,2018,Modification
201.51,201.51,201,51,NA,(d)(1) introductory text revised,21168,83,2018,Modification
204.4,204.4,204,4,NA,(f) revised,54518,83,2018,Modification
204.10,204.10,204,10,NA,(b)(5) revised,"13105, 28528, 49475",83,2018,Modification
208.64,208.64,208,64,NA,(b)(1) revised; interim,43965,83,2018,Modification
208.64,208.64,208,64,NA,Regulation at 83 FR 43965 confirmed,67035,83,2018,Other
209,209,209,NA,NA,Nomenclature change,58467,83,2018,Modification
210,210,210,NA,NA,Nomenclature change,61517,83,2018,Modification
210.2,210.2,210,2,NA,"(h), (i), (m), (n), (q), and (s)(1) revised",61517,83,2018,Modification
210.3,210.3,210,3,NA,(a) revised,61518,83,2018,Modification
210.4,210.4,210,4,NA,"(a), (b)(1)(ii), (iii), and (3) revised",61518,83,2018,Modification
210.5,210.5,210,5,NA,"(a), (c), (d), and (e) revised",61518,83,2018,Modification
210.6,210.6,210,6,NA,"(a)(2)(ii) amended; (a)(2)(iii), (b), and (c) revised; (a)(2)(iv) added; (d) removed",61519,83,2018,Deletion
210.7,210.7,210,7,NA,(a)(1) and (b)(2) revised,61520,83,2018,Modification
210.9,210.9,210,9,NA,"(b)(2)(i), (3)(i)(A), (B), (4), (5), (6), (c), (d), and (e) revised; (f) removed",61520,83,2018,Deletion
210.10,210.10,210,10,NA,(a) revised,61520,83,2018,Modification
210.11,210.11,210,11,NA,(b) revised; (c) removed,61521,83,2018,Deletion
210.12,210.12,210,12,NA,(a) and (c) through (g) revised,61521,83,2018,Modification
210.25,210.25,210,25,NA,(a) and (b)(3) amended; (b)(2) introductory text revised; (e) added,61522,83,2018,Addition
210.26,210.26,210,26,NA,(e) revised,61522,83,2018,Modification
210.29,210.29,210,29,NA,(b) amended,61522,83,2018,Modification
210.25--210.32 (Subpart B),210.25,210,25,,Appendix A amended,61522,83,2018,Modification
211.2,211.2,211,2,NA,(z) revised; eff. 2-1-19,58734,83,2018,Modification
211.9,211.9,211,9,NA,(a)(2) revised; eff. 2-1-19,58734,83,2018,Modification
211.26,211.26,211,26,NA,(c)(2)(i)(A) revised; interim,43965,83,2018,Modification
211.26,211.26,211,26,NA,Regulation at 83 FR 43965 confirmed,67035,83,2018,Other
213,213,213,NA,NA,Supplement I amended,59276,83,2018,Modification
217.1,217.1,217,1,NA,(c)(1)(iii) revised; interim,44198,83,2018,Modification
217.11,217.11,217,11,NA,(a)(4)(ii) revised,705,83,2018,Modification
217.11,217.11,217,11,NA,"Table 1, (a)(4)(iv), and (v) added",17477,83,2018,Addition
217.300,217.300,217,300,NA,(c)(1)(i) through (iv) added,705,83,2018,Addition
225.2,225.2,225,2,NA,(r) Footnote 2 revised; interim,44198,83,2018,Modification
225.4,225.4,225,4,NA,(b)(2)(iii) revised; interim,44198,83,2018,Modification
225.14,225.14,225,14,NA,(a)(1)(v) revised; interim,44199,83,2018,Modification
225.17,225.17,225,17,NA,(a)(6) Footnote 6 revised; interim,44199,83,2018,Modification
225.23,225.23,225,23,NA,(a)(1)(iii) revised; interim,44199,83,2018,Modification
225.62,225.62,225,62,NA,(e) through (m) redesignated as (f) through (n); new (e) added,15035,83,2018,Addition
225.63,225.63,225,63,NA,"(a)(12) amended; (a)(13), (b), and (d)(2) revised; (a)(14) added",15035,83,2018,Addition
225 Appendix C,225 Appendix C,225 Appendix C,NA,NA,amended; interim,44199,83,2018,Modification
226.43,226.43,226,43,NA,(b)(2) amended; CFR correction,40659,83,2018,Modification
226,226,226,NA,NA,Supplement I amended,"59274, 59278",83,2018,Modification
228,228,228,NA,NA,Technical correction,15298,83,2018,Modification
228.12,228.12,228,12,NA,(u)(1) revised,66603,83,2018,Modification
229.38,229.38,229,38,NA,(i) added,46853,83,2018,Addition
229,229,229,NA,NA,Appendix E amended,46853,83,2018,Modification
237.1,237.1,237,1,NA,(e)(7) added,50811,83,2018,Addition
237.2,237.2,237,2,NA,Amended,50812,83,2018,Modification
238.54,238.54,238,54,NA,(a)(1) revised; eff. 2-1-19,58734,83,2018,Modification
249.3,249.3,249,3,NA,Amended; interim,44455,83,2018,Modification
249.20,249.20,249,20,NA,(c)(2) removed; (c)(3) redesignated as new (c)(2); (c)(1)(iii) and new (2)(vi) amended; new (c)(3) added; interim,44455,83,2018,Deletion
249.21,249.21,249,21,NA,"(c)(2) and (h)(2) amended; (b)(4), (c)(3), (f), (g)(4), (h)(3), and (k) removed; (g) through (j) redesignated as (f) through (i); interim",44455,83,2018,Deletion
249.22,249.22,249,22,NA,(c) removed; (d) redesignated as new (c); interim,44455,83,2018,Deletion
252.70--252.78 (Subpart H),252.70,252,70,,Added,38493,83,2018,Addition
252.76,252.76,252,76,NA,"(d)(i), (ii), (A), (B), and (C) redesignated as (d)(1), (2), (i), (ii), and (iii)",64023,83,2018,Addition
252.170--252.178 (Subpart Q),252.170,252,170,,Added,38501,83,2018,Addition
252.174,252.174,252,174,NA,(i)(3)(1) through (4) redesignated as (i)(3)(i) through (iv),64023,83,2018,Addition
263.65,263.65,263,65,NA,Revised,1183,83,2018,Modification
265.4,265.4,265,4,NA,"(a)(1) removed; (a)(2), (3), and (4) redesignated as (a)(1), (2), and (3)",9419,83,2018,Deletion
265.5,265.5,265,5,NA,Introductory text revised; (b)(2) and (3) redesignated as (b)(3) and (4); new (b)(2) added,9419,83,2018,Addition
201,201,201,NA,NA,Authority citation revised,512,84,2019,Modification
201.51,201.51,201,51,NA,(a) and (b) revised,"512, 39724, 52753, 59924",84,2019,Modification
204.4,204.4,204,4,NA,(f) revised,64706,84,2019,Modification
204.10,204.10,204,10,NA,(b)(5) revised,"513, 20542, 39725, 52754, 59926",84,2019,Modification
206.2,206.2,206,2,NA,(g) revised,61796,84,2019,Modification
206.5,206.5,206,5,NA,(a)(4) added,61796,84,2019,Addition
208,208,208,NA,NA,Authority citation revised,"29051, 61796",84,2019,Modification
208.2,208.2,208,2,NA,(d) revised,4240,84,2019,Modification
208.2,208.2,208,2,NA,Regulation at 84 FR 4240 eff. date delayed to 7-1-19,11879,84,2019,Other
208.2,208.2,208,2,NA,(d)(3) added,61796,84,2019,Addition
208.25,208.25,208,25,NA,"(b)(7) through (11) revised; (b)(12), (13), (14), and (c)(3) added",4970,84,2019,Addition
208.43,208.43,208,43,NA,(a) and (b) revised,61796,84,2019,Modification
208.43,208.43,208,43,NA,"Correction: (a), (b) introductory text, and (1) revised",70887,84,2019,Modification
208.101-208.105 (Subpart I),208.101,208,101,208.105 (Subpart I),Removed,21692,84,2019,Deletion
208.120-208.124 (Subpart K),208.120,208,120,208.124 (Subpart K),Added,29051,84,2019,Addition
209,209,209,NA,NA,Nomenclature change; eff. 1-15-2020,68326,84,2019,Modification
211,211,211,NA,NA,Nomenclature change,61797,84,2019,Modification
211.2,211.2,211,2,NA,(c)(1) revised,4241,84,2019,Modification
211.2,211.2,211,2,NA,Regulation at 84 FR 4241 eff. date delayed to 7-1-19,11879,84,2019,Other
211.2,211.2,211,2,NA,"(b), (c), and (x) revised",61797,84,2019,Modification
211.9,211.9,211,9,NA,(a) footnote 5 redesignated as (a) footnote 1,61797,84,2019,Addition
211.24,211.24,211,24,NA,(k) removed,21692,84,2019,Deletion
211.43,211.43,211,43,NA,(c)(4) revised,4241,84,2019,Modification
211.43,211.43,211,43,NA,Regulation at 84 FR 4241 eff. date delayed to 7-1-19,11879,84,2019,Other
212.3,212.3,212,3,NA,(c) amended,54471,84,2019,Modification
213,213,213,NA,NA,Supplement I amended,58018,84,2019,Modification
215.2,215.2,215,2,NA,(i) revised,4241,84,2019,Modification
215.2,215.2,215,2,NA,(i)(3) added,61797,84,2019,Addition
215.2,215.2,215,2,NA,Regulation at 84 FR 4241 eff. date delayed to 7-1-19,11879,84,2019,Other
217,217,217,NA,NA,Authority citation revised,61797,84,2019,Modification
217.1,217.1,217,1,NA,(f)(5) added,59269,84,2019,Addition
217.2,217.2,217,2,NA,Amended,"4241, 35259, 59270",84,2019,Modification
217.2,217.2,217,2,NA,Regulation at 84 FR 4241 eff. date delayed to 7-1-19,11879,84,2019,Other
217.2,217.2,217,2,NA,Amended; eff. 4-1-20,68032,84,2019,Modification
217.10,217.10,217,10,NA,(c)(3)(ii)(A) amended,4242,84,2019,Modification
217.10,217.10,217,10,NA,Regulation at 84 FR 4242 eff. date delayed to 7-1-19,11879,84,2019,Other
217.10,217.10,217,10,NA,(c)(4)(ii)(H) revised,35259,84,2019,Modification
217.10,217.10,217,10,NA,"(a)(5), (c) introductory text, and (4)(i) introductory text revised",59271,84,2019,Modification
