"Part","Change","Page","FedReg_Number","Year"
"201.51","Revised","5926",61,"1996"
"202","Supplement I amended","50950, 50951",61,"1996"
"204.2","(f)(1)(iii) revised; (f)(1)(iv) and (3) removed; (f)(1)(v) redesignated as (f)(1)(iv); (c)(1)(ii) introductory text, (iv)(C), (E), (d)(2), new (f)(1)(iv)(C), new (E), (h)(1)(ii)(A), (2)(ii) and (t) amended; eff. 4-1-97","69025",61,"1996"
"204.3","(a)(3)(i), (ii) designation and (i)(5)(iv) removed; (f)(1) revised; (h)(1), (2), (i)(1)(ii) and (4)(ii) amended; eff. 4-1-97","69025",61,"1996"
"204.4","Revised; eff. 4-1-97","69025",61,"1996"
"204.7","(a)(1) amended; eff. 4-1-97","69025",61,"1996"
"204.8","(a)(2)(i)(B)(5) and (3)(v) amended; eff. 4-1-97","69025",61,"1996"
"204.9","(a) revised","60173",61,"1996"
"204.9","(b) removed; (a)(1) and (2) redesignated as (a) and (b); eff. 4-1-97","69025",61,"1996"
"205.1","Revised","19669",61,"1996"
"205.2","Revised","19669",61,"1996"
"205.3","Revised","19669",61,"1996"
"205.4","Revised","19670",61,"1996"
"205.5","Revised","19670",61,"1996"
"205.6","Revised","19670",61,"1996"
"205.7","Revised","19671",61,"1996"
"205.8","Revised","19671",61,"1996"
"205.9","Revised","19671",61,"1996"
"205.1","Revised","19672",61,"1996"
"205.11","Revised","19673",61,"1996"
"205.12","Revised","19674",61,"1996"
"205.13","Revised","19674",61,"1996"
"205.14","Revised","19674",61,"1996"
"205.15","Revised","19675",61,"1996"
"205","Appendixes A and B revised; Appendix C added","19676",61,"1996"
"205","Supplement I revised","19688",61,"1996"
"205","Supplement II removed","19695",61,"1996"
"207","OTC margin stock lists","2667, 18495, 39556, 55555",61,"1996"
"207","Authority citation revised","60166",61,"1996"
"207.114","Added","60166",61,"1996"
"208","Authority citation revised","45704, 47369",61,"1996"
"208.8","(e) and Appendix A removed","45704",61,"1996"
"208.13","Revised","47369",61,"1996"
"208.2","Revised","4343",61,"1996"
"208.23","Added","45704",61,"1996"
"208","Appendix D amended","43951",61,"1996"
"208","Appendix A amended; Appendix E added","47370",61,"1996"
"211.8","Amended","4344",61,"1996"
"211.2","(b)(8) and (9) amended; (b)(10) added","39053",61,"1996"
"211.22","(a) revised; (c) removed; (d) redesignated as (c)","24440",61,"1996"
"211.24","(a)(2)(i) and (ii) revised; (d)(3) redesignated as (d)(4); new (d)(3) added","2901",61,"1996"
